sorted_position,k_distance,min_samples
710,2.35223813470458,20
711,2.3525024211322556,20
712,2.3525894815064023,20
713,2.3537411079876986,20
714,2.3541836213378917,20
715,2.3544574840251316,20
716,2.354856920971114,20
717,2.3550776023409328,20
718,2.3550828828833286,20
719,2.3555787362823604,20
720,2.355847430527453,20
721,2.356904600754097,20
722,2.3578025260778035,20
723,2.3583086547604593,20
724,2.358599069563097,20
725,2.3590607510323083,20
726,2.360589535593664,20
727,2.3611477459621213,20
728,2.3615083867799,20
729,2.3630613949120605,20
730,2.363711160437956,20
731,2.3643032106833317,20
732,2.3643634510096767,20
733,2.364562198888632,20
734,2.3646172008196924,20
735,2.365228873217005,20
736,2.366891709006763,20
737,2.3671325307899536,20
738,2.36769742511807,20
739,2.3682109525010557,20
740,2.36849780105095,20
741,2.3693326725604176,20
742,2.3694530810319976,20
743,2.3694838755520022,20
744,2.3702690224948824,20
745,2.3706003379361245,20
746,2.3710491120837305,20
747,2.3717374983693715,20
748,2.371870641089536,20
749,2.3720343159414936,20
750,2.372390180582694,20
751,2.3725611934748803,20
752,2.3734970805829407,20
753,2.3735748379342136,20
754,2.3749017280761593,20
755,2.3754939622054962,20
756,2.375701556549923,20
757,2.3758724758173253,20
758,2.3760471764743656,20
759,2.376510328053749,20
760,2.3765932976405746,20
761,2.376651083062487,20
762,2.3768354053035865,20
763,2.377134388175829,20
764,2.3773063955952116,20
765,2.3773775278741827,20
766,2.378359098997235,20
767,2.3784823153575747,20
768,2.3787782069325845,20
769,2.378916469109245,20
770,2.379116341616374,20
771,2.3795950589334454,20
772,2.380321146031757,20
773,2.380489290941492,20
774,2.380561194279823,20
775,2.380828902703287,20
776,2.3811383233113768,20
777,2.38145718771031,20
778,2.3820386638861737,20
779,2.3827719488289123,20
780,2.382817839155818,20
781,2.3829942160777855,20
782,2.383072179258263,20
783,2.3830993941655314,20
784,2.38312073816598,20
785,2.383961845032411,20
786,2.3848318925100362,20
787,2.3864912740218305,20
788,2.386791219525397,20
789,2.3868891949619644,20
790,2.3877748630592115,20
791,2.3886672751926445,20
792,2.388909573207867,20
793,2.389628913224338,20
794,2.392012648394147,20
795,2.392272183190842,20
796,2.3926569074180635,20
797,2.3943624114774735,20
798,2.3957856834621962,20
799,2.3958594409177727,20
800,2.396285755839308,20
801,2.3963602689631904,20
802,2.396460974885707,20
803,2.397030817822807,20
804,2.3995430496450156,20
805,2.39988364847773,20
806,2.400223966042742,20
807,2.400254075796859,20
808,2.400551086825594,20
809,2.401678650370741,20
810,2.402441504234343,20
811,2.4024874529936224,20
812,2.4031675264790935,20
813,2.404012476462976,20
814,2.404217373721089,20
815,2.4044419285861913,20
816,2.4053706269746753,20
817,2.4054546762953914,20
818,2.405710700630701,20
